id,age,gender,email,business_nature,company,position,payment_method,name,targets
7889,44,Male,gmail.com,Food Services,百樂門宴會廳,廚師,A,Jesus_KIMMINAU,25842.33;25967.32;26008.27;25734.05;26330.82
7890,37,Male,live.hk,Food Services,百樂門宴會廳,頭枮,A,reginald___koerper,31385.88;31100.97;31783.04
7891,41,Male,gmail.com,Other,百樂門宴會廳,主管,,Colonel__AUTOBEE,31223.13
7892,29,Male,hotmail.com,Retail / Wholesale,百老匯攝影器材有限公司,產品顧問,A,rush__couvillion,30395.43;30382.03;30612.62
7893,34,Male,hotmail.com,Retail / Wholesale,百老匯攝影有限公司,SALES,A,squire___kerne,34870.45;35195.87;35099.22;34800.15;35071.99
7894,25,Male,hotmail.com,Retail / Wholesale,百老匯電器,Sales,C,Rollie___koerper,22759.86;22942.36;23186.54;22901.12;23046.87
7895,23,Male,qq.com,Construction,百順冷氣工程有限公司,技工,B,Sumner___hersberger,12468.02
7896,50,Male,gmail.com,Public Utility,的士,的士司机,B,Wheeler__kerne,17074.09;17469.84;17454.14;17191.47
7897,47,Male,gmail.com,Transportation,的士,的士司機及的士管理,B,Young___VERBLE,32147.1
7898,47,Male,yahoo.com.hk,Transportation,的士,的士,B,Lonzo_swords,16211.54;15832.97;15970.47
7899,33,Male,hotmail.com,Transportation,的士(紅),的士司機,B,Nick__ibarra,15382.47;15117.81;15251.67
7900,49,Male,gmail.com,Transportation,的士司機,的士司機,B,Jackson___koerper,17631.19
7901,57,Male,yahoo.com.hk,Transportation,的士司機,的士司機,B,Alpha__IBARRA,15490.35;15512.78
7902,52,Male,icloud.com,Other,的士司機,的士司機,B,Author__schrantz,15598.22
7903,48,Male,gmail.com,Other,的士司機,的士司機,B,BART__GLADU,18998.21;18576.86
7904,57,Male,126.com,Other,的士司機,的士司機,B,Lacy__MELGAREJO,27163.86;26920.09;27155.70;26530.08
7905,52,Male,gmail.com,Transportation,的士司機,的士司機,B,Richmond__HELIE,30444.60;30625.21;30894.36
7906,54,Male,gmail.com,Social Services,的士管理员水哥,的士司机,B,Frances___helfritz,21534.67;22069.42;21344.48;21779.49;21764.80
7907,59,Male,123.com,Retail / Wholesale,皇 冠 車 行,DRIVER,A,Fredric_KOERPER,31047.38;31111.45
7908,29,Male,yahoo.com.hk,Food Services,皇上皇集團,點心師傅,C,Miguel___furness,27026.54;26762.61
7909,20,Male,foxmail.com,Food Services,皇后板石燒冰室,厨务,C,benjaman__muhr,22083.61;21854.56;22196.26
7910,39,Male,qq.com,Food Services,皇城餐廳小厨,厨師,B,beverly_keros,14533.14;14310.39;14538.06;14184.22;14490.48
7911,20,Male,gmail.com,Food Services,皇室一號,廚師,A,burl___helfritz,24013.25;23935.13;23827.52
7912,51,Female,hotmail.com,Hotel / Tourism,皇家加勒比遊輪有限公司,Sale Manager,,Samantha___hadder,46918.26;47114.95;47021.10;46954.68
7913,34,Male,yahoo.com.hk,Food Services,皇廷囍宴,副主管、点心,,volney_much,24359.20;24314.53;24326.53;24400.38;24168.50
7914,21,Male,icloud.com,Hotel / Tourism,皇悅酒店,技工,A,Louis___muhl,25054.99;24419.16;24622.52
7915,38,Male,yahoo.com.hk,Food Services,皇苑,經理,,Carter__AUTOBEE,36137.3
7916,36,Male,yahoo.com.hk,Professional Services / Consultation,盈佳集團有限公司,水喉技工,A,Hubert___HELIE,27662.9
7917,31,Male,gmail.com,Construction,盈暉工程有限公司,扎鐵工,A,Emory___kerne,29942.32;29566.53;29813.21
7918,27,Male,gmail.com,Retail / Wholesale,盈柏環球公司,Sales,C,Chin_furness,35848.96;34825.62;34887.35
7919,25,Male,gmail.com,Construction,盈發地基工程,普通工人,A,Mercer___kerne,28274.81
7920,24,Male,yahoo.com.jk,Transportation,盈訊領域,司機,B,Cicero___muhl,17490.56;17765.75;17852.00;17857.01;17501.87
7921,30,,yahoo.com.hk,Engineering,盈電工程有限公司,工程師,A,Hermine___holstad,22565.90;21859.52;22300.25
7922,26,Male,gmail.com,Construction,盈電工程有限公司,水喉技工,A,Dale__kerne,24652.36;24767.19;24754.47;24267.96
7923,21,Female,126.com,Communications,盈高科技工程,文員,,Tessie__DITTBRENNER,16535.71;17219.52;16629.59
7924,25,Male,hotmail.com,Retail / Wholesale,益力多乳品有限公司,Driver,A,davis__koerper,23334.38;23082.48
7925,27,Male,msn.com,Other,益泉建築工程有限公司,雜工,B,Dell__kerne,25337.50;25564.19;25852.58;25878.09
7926,23,Male,gmail.com,Transportation,益美潔具有限公司,倉務員,A,leon___helfritz,15487.35;15482.76;15518.04;15598.92
7927,23,Male,hotmail.com,Construction,益興建築有限公司,測量員,C,Verne__tacneau,18037.04;18000.18;17938.65;18220.08;17991.94
7928,24,Male,gmail.com,Other,益華工程,防盜安裝,A,Hampton_HADDEN,14964.12;14648.35;14848.73;14780.13
7929,20,Male,gmail.com,Food Services,盛八日式燒肉店,侍應,A,Benton_delisio,19606.48;19795.02;19779.95
7930,33,Female,gmail.com,Food Services,盛八食堂,manager,A,Maybelle___marohnic,27172.28
7931,33,Male,yahoo.com.hk,Engineering,盛豐工程公司,技術員,B,Drew__SCHRANTZ,19735.49;19847.44;19571.39
7932,36,Male,gmail.com,Transportation,盛軒洗碗集團有限公司,司機,,junius___reutzel,42761.04
7933,38,Male,hotmail.com,Legal Services,盛隆公証行有限公司,法律,C,Jacob_HELIE,27196.09;27436.70;27127.71
7934,55,Female,yahoo.com.hk,Education,真光幼稚園,教師,,Aimee_MUHL,29570.48
7935,18,Male,gmail.com,Food Services,真台客,廚師,B,reuben___cipolone,34910.28;34705.72
7936,55,Male,yahoo.com,Professional Services / Consultation,真善美乾洗公司/添記書報社,主管/派報紙,B,Jess_melgarejo,26247.26;25919.12;25761.10;25710.73;25733.77
7937,24,Male,hotmail.com,Other,真寶物流(中國)有限公司,物流顧問,,Dwight__pezley,12655.18;12691.42;12673.10
7938,22,Male,gmail.com,Transportation,真寶物流有限公司,倉務員,A,Clinton_autobee,23218.17;23503.35
7939,50,Male,gmail.com,Retail / Wholesale,眼鏡88,MANAGRER,A,Dudley__WILGING,39053.19;39180.21;39851.26;39769.18
7940,23,Female,hotmail.com,Retail / Wholesale,知己寵物屋,文員,C,Gussie__wilging,16247.64;16195.84
7941,32,Female,yahoo.com.hk,Food Services,知粥嘗樂,主任,A,Fred_muhr,20940.79;20677.19;20772.14;20592.66;20472.96
7942,26,Male,gmail.com,Engineering,石利洛機器有限公司,技工,A,Eric__kerne,10958.95;11028.10;10802.69;10857.93;10922.15
7943,33,Male,gmail.com,Food Services,砂煲日本火煱,廚師,A,Hezekiah_holstad,22497.12;22861.55;22805.00
7944,29,Male,gmail.com,Retail / Wholesale,砵仔王,售貨員,,florence_grindstaff,22164.15
7945,20,Male,gmail.com,Transportation,碗然一新,運輸助理,B,Garland___FURNESS,20264.10;20235.53
7946,54,Male,yahoo.com.hk,Public Utility,碧瑤清潔有限公司,清潔員,A,Hayes___mcelhenney,16886.32;17311.22;16854.54;16789.45
7947,27,Female,hotmail.com,Food Services,磐田日本料理,樓面,B,Alda___koerper,9726.93;9670.58
7948,26,Male,yahoo.com.hk,Government,社會福利署,社工,,Campbell__LEDOUX,28641.68;28319.12;28592.52
7949,44,Male,gmail.com,Construction,祖,清泥頭雜工,B,robert___koerper,31953.44
7950,26,Female,gmail.com,Education,神召會華人同工聯會景盛幼稚園,老師,,Sadie___muhl,29908.3
7951,38,Male,sina.com,Food Services,祥勝行,食品制做助理,A,Hilliard___kerne,18768.76;18937.36;19123.05;18725.27
7952,20,Male,yahoo.com.hk,Construction,祥樺建材工程有限公司,天花工人,B,Adolfo__kantis,21683.97;21783.93;21597.81;21648.96;22038.16
7953,44,Female,83.com.hk,Other,祥源國際貿易有限公司,經理,,aline___brittin,61353.68
7954,25,Male,gmail.com,Construction,祥興,工人,A,Hosea___kerne,16698.07
7955,47,Male,gmail.com,Transportation,祥龍的士車行,的士司機,B,gideon_czerniak,51502.38;51370.61;51150.49
7956,22,Male,hotmail.com,Food Services,祭,廚師,C,Lafayette__eppes,18351.23;18946.35;18797.70;18563.47;18832.99
7957,49,Male,hotmail.com,Construction,福利建築有限公司,大判頭,,Reece___kerne,62564.66;61626.03;62044.46;61830.50;62316.95
7958,38,Male,hotmail.com,Education,福建中學,技術員,A,Lew_MUHL,24818.17;25650.22;25401.62;25345.41;24973.50
7959,44,Male,126.com,Professional Services / Consultation,福昌電業有限公司,業務員,,Lou___MUHR,18399.29
7960,47,Male,yahoo.com.hk,Medical Services,福明堂中醫藥中心,推拿中醫師,,Lucien__DITTBRENNER,13357.57;13302.01
7961,28,Male,hotmail.com,Social Services,福澤殯儀館,營業員,B,Melville_koerper,39028.58;39207.35
7962,35,Male,gmail.com,Food Services,福臨門,副部長,A,Milford__thomaston,20479.61;20664.53;20478.25
7963,25,Male,gmali.com,Food Services,禪八日本料理,廚師,A,Elmore__koerper,23945.35;23527.18;23658.52;23644.41
7964,51,Male,yahoo.com.hk,Food Services,禮記飲食中心,廚師,B,Norris_KERNE,31627.05;31142.78;31736.58;31362.19
7965,52,Male,gmail.com,Education,禮順亞洲建築有限公司,管工,,Oran_MUHR,41066.50;41338.99;40614.46;41192.33;41567.03
7966,48,Male,icloud.com,Construction,禮頓亞洲建築工程公司,supervisor,A,Doss_kerne,62149.48;62069.81;61402.03;62048.83
7967,47,Male,yahoo.com.hk,Engineering,禮頓建築(亞洲)有限公司,管工,A,Orange___kovalik,33610.13
7968,28,Male,hotmail.com,Construction,禮頓建築(亞洲)有限公司,屋宇設備工程師,A,Orlando___KEROS,54267.23;55116.13;55116.70;55384.03
7969,28,Male,123.com,Engineering,禮頓建築有限公司,助理,A,June_cipolone,33712.08;33487.68;33506.08
7970,23,Female,gmail.com,Food Services,禾田麵包,Sales,C,Altha___eppes,10632.05;10622.79;10486.05;10660.09
7971,39,Male,yahoo.com.hk,Government,秀茂坪警署,警察,,Orrin___KERNS,41487.98
7972,45,Male,yahoo.com.hk,Other,私人司機,,,Louis___kuroda,22597.84;23231.86;23129.36
7973,18,,yahoo.com.hk,Education,私人補習,補習老師,B,Orrin__czerniak,4046.24
7974,20,Female,gmail.com,Education,私人補習,補習老師,,Amalia__hadden,8218.02;8071.47;8205.25
7975,31,Male,gmail.com,Education,私人補習,marketing,C,rodney_muhl,28135.63;27815.68
7976,22,Female,,Education,私人補習,私人補習,,America___cerino,7487.84;7388.37
7977,21,Female,yahoo.com.hk,Other,私人補習(Part Time),Tutor,B,Effie__jeannette,6607.18;6578.73
7978,25,Female,hotmail.com,Education,私人補習(小學生),補習老師,,anastasia___muhl,9681.71
7979,33,Male,gmail.com,Transportation,私家安全有限公司,押運員,A,Reginald__times,20376.56;20161.09;20431.73;20169.96
7980,34,Male,yahoo.com.hk,IT,科聯集團,service operation supervisor,,Stuart_HELIE,23746.56;23712.44;23635.51;23812.77
7981,38,Male,yahoo.com.hk,Retail / Wholesale,科藝電腦,SALES,A,Sydney_kerne,44078.88;45162.00;44740.42;44722.19
7982,33,Male,hotmail.com.hk,Construction,秦森記建築有限公司,地盤紥鐵工人,A,ludwig_muhl,68098.96
7983,44,Female,yahoo.com.hk,Government,税務局,打字員,,Annetta_lothrop,23493.39;23347.12;23302.67;23410.42;23208.68
7984,42,Male,126.com,Hotel / Tourism,稻日本料理,廚師,A,Thaddeus___THOMASTON,24130.06
7985,26,Male,yahoo.com.hk,Food Services,稻香,廚師,A,Reuben_muhn,31101.50;30820.14;30975.45
7986,29,Female,icloud.com,Food Services,稻香,點心,,Audrey_autobee,22088.74;22210.26;22275.18;22586.90
7987,24,Male,gmail.com,Food Services,稻香集團,燒味員,A,Theron_kerne,22745.80;23022.69;22535.26
7988,28,Male,gmail.com,Food Services,稻香集團,Waiter,,Tommy_MUHA,17829.14;18024.92;18040.18;18285.76;18177.48
7989,29,Female,hotmail.com,Other,稻香集團百好物流,助理,,Georgie__autobee,16496.78;16646.80
7990,43,Male,gmail.com,Food Services,稻香飲食集團,點心經理,A,hubert___kerne,38086.65;37802.72;37579.44;38197.92
7991,52,Male,gmail.com,Construction,稼達機電工程有限公司,技工,C,Robert__koerper,53473.39;52996.90;53824.43;53340.16;53616.21
7992,34,Male,hotmail.com,Decoration / Design,積木設計有限公司,Project manager ,A,Turner__dewulf,38438.95;38879.90;38083.37;38621.45;38872.82
7993,50,Male,126.com,Shipping / Trading,穎圖船務有限公司,主任,A,West_MUHL,22817.85;22664.11;22298.76;22674.47;22565.35
7994,27,Male,gmail.com,Construction,立德工程有限公司,操作員,A,Wilburn_FURNESS,13662.53;13553.45
7995,48,Male,yahoo.com.hk,Government,立法會,高級議會秘書,A,Wellington__MUHL,111915.69;111114.85;112474.57
7996,25,Female,hotmail.com,Other,立法會,二級保安助理,A,camilla_melgarejo,24616.11;24972.29;24974.97;24990.07;24676.94
7997,27,Female,yahoo.com.hk,Other,立法會,保安,A,Carol_stoutamire,33618.82
7998,33,Female,yahoo.com.hk,Government,立法會,翻譯主任,,Celina___furness,65921.24;65039.75;64410.61;64267.60;65801.35
7999,27,Male,hotmail.com,Social Services,立法會陳志全議員辦事處,社區主任,,Wiley___melgarejo,18657.92;18565.02;18328.82
8000,57,Male,gmail.com,Real Estate,立邦管理有限公司,保安員,B,Winfred_muhl,13776.02;14153.77;13927.33;13675.86
8001,25,,gmail.com,Engineering,立駿工程有限公司,Electrician,B,Alma_thomaston,15878.22;15708.29;15695.27
8002,23,Male,,Other,立高服務有限公司,管工,,Ferdinand_muhl,10957.53
8003,59,Male,123.com,Other,立高清潔有限公司,清潔工人,,Almon__ibarra,20337.90;20230.37
8004,36,Male,gmail.com,Shipping / Trading,童福實業有限公司,Clerk,C,Amos_MUHL,16392.77
8005,32,Male,yahoo.com.hk,Education,竹園區神召會南昌康樂幼兒學校,老師,C,Bertie_CZERNIAK,25084.52;24761.89
8006,28,Male,qq.com,Food Services,竹目日本料理,廚師,C,junious__helie,24782.24
8007,56,Male,126.com,Professional Services / Consultation,第一太平,保安員,,Johnny__DEWULF,20771.85
8008,56,Male,gamil.com,Professional Services / Consultation,第一太平戴維斯,物業主管,,Berton___BOHMKER,21063.26
8009,32,Male,yahoo.com.hk,Other,第一太平戴維斯,CSO,A,Beverly___muhl,16862.18;17000.39;16594.77;16972.29;16696.39
8010,51,Male,163.com,Other,第一太平戴維斯物業管理,高級保安,A,Bishop__baridon,16636.59
8011,42,Male,gmail.com,Management / Human Resource,第一太平戴維斯物業管理公司,替更保安,A,Buford___muhn,22414.27
8012,32,Male,hotmail.com,Other,第一太平戴維斯物業管理有限公司,保安,A,reese__koerper,16296.34;16593.11;16621.54;16400.71
8013,58,Male,yahoo.com.hk,Real Estate,第一太平戴維斯物業管理有限公司,客戶服務主任,,Cary___DINNENDAHL,22072.72;22206.87;22303.01
8014,56,Female,yahoo.com.hk,Management / Human Resource,第一太平洋戴維斯,保安,A,Christena_bedward,18039.69;17794.93
8015,49,Male,gmail.com,Other,第一太平物業管理有限公司,物業管理,A,Cicero___STPIERRIE,18217.70;18189.85;18122.46;18061.81
8016,25,Male,gmail.com,Social Services,篤志傳道會沙田福音堂,侍應,C,Cassius_AUTOBEE,15059.83;14846.85
8017,30,Male,gmail.com,Food Services,簡單一点,廚師,B,orval__bloeser,24704.71
8018,29,Female,gmail.com,Retail / Wholesale,簡簡單單,售貨員,A,Cordie__kerns,20602.19;20534.92
8019,36,Male,gmail.com,Decoration / Design,簫健雄（顧主）,油漆,C,Cliff__kimminau,32398.78;32744.46;32206.04;32843.74
8020,36,Male,hotmail.com,Construction,簫明建築有限公司,測量,,Nellie_jeannette,35690.19;35607.38;35516.15;36085.04;34827.45
8021,22,Female,yahoo.com.hk,Education,籃星體育推廣有限公司,教練,,Easter___DEWULF,17809.25;17528.10;17761.20;17739.93
8022,27,Female,hotmail.com,Retail / Wholesale,米兰荟,销售员,A,eddie_wilging,20457.91
8023,41,Male,yahoo.com.hk,Food Services,粥粉麵飯,Assistant manager,A,Stacy__kerbs,24239.67;24538.73;24278.54
8024,32,Male,hotmail.com,Construction,粵安(澳門)工程有限公司,高級工程師,C,Louis___thomaston,86365.63;85695.95;84309.31
8025,43,Female,gmail.com,Retail / Wholesale,粵港澳湛周生生,Sales,A,Ethelyn__cerino,20662.99;20568.59
8026,43,Male,yahoo.con.hk,Professional Services / Consultation,精工技術有限公司,officer,A,Colonel___TIMES,22998.32;23669.16;22795.27
8027,30,Male,yahoo.com.hk,Decoration / Design,精藝裝飾工程公司,Project Assistant,,Christ___burmeister,19379.06
8028,38,Male,gmail.com,Medical Services,精術堂跌打醫館,跌打醫師,B,Mary___jalomo,46403.82;45476.23;46531.69
8029,24,Male,hotmail.com,Other,精進建築,建築,A,Archie___BERLANGA,31609.24;31223.52;31982.12;32213.58
8030,26,Male,gmail.com,Construction,精進建築有限公司,地盤行政,A,Allan_muhl,24877.99
8031,30,Male,888msn.com,Construction,精進建築有限公司,管工,A,josh_muhn,31366.60;30689.55;31230.22;30507.14
8032,55,Male,126.com,Food Services,精點匯,二廚,,Crawford__HOLSTER,28862.05
8033,31,Female,yahoo.com.hk,Other,約克夏物業告理服務有限公司,物業管理,,Geraldine___mugg,27396.82
8034,21,Male,yahoo.com.hk,Food Services,紅山餐廳,水吧員,,Junius_helfritz,14143.32;13838.30;13937.59;13942.97;14030.76
8035,30,Male,gmail.com,Food Services,紅橋餐廳,經理,C,Dillard__melgarejo,31581.26
8036,23,Male,gmail.com,Food Services,紅磡冰室,Cook,C,ELMORE_KERBY,29424.16
8037,21,Male,gmail.com,Hotel / Tourism,紅磡都會海逸酒店,房務員,A,Gary___brittin,18953.08;19033.64;19704.61;19046.54;18865.03
8038,42,Female,sina.com,Transportation,紅色的士,的士司機,,Jeanne_kerne,16861.17;16808.25;16571.24;16632.24;16405.49
8039,47,Male,yahoo.com.hk,Transportation,紹生物流有限公司,DRIVER,,monroe__koerper,21337.14;21332.51;21084.13
8040,36,Male,hotmail.com,Manufacturing,組合屋建築公司,技工,,Gabriel__THOMASTON,23247.11;23103.96;23484.86
8041,43,Male,qq.com,Government,統計處,文員,A,Gene_melgarejo,45394.64;45211.50;45610.01;45052.43;45654.79
8042,46,Male,gmail.com,Entertainment / Media,經濟日報集團,Sales Manager,A,Gustaf_slaton,36619.8
8043,25,Female,gmail.com,Entertainment / Media,經濟日報集團,business development executive,A,Kattie___starkes,21579.03;21662.05
8044,33,Male,126.com,Transportation,綠色物流有限公司,送貨,,Roy_hadden,29730.93;29709.61;29473.36
8045,32,Male,yahoo.com.hk,Retail / Wholesale,綠色生活有機產品公司,經理,B,Newell___WHIPPLE,55882.06;55545.02;55954.52;55974.32;55588.68
8046,53,Male,123.com,Food Services,維他奶國際集團有限公司,倉務員,,Godfrey_helfritz,20073.15;20119.90;20283.31
8047,34,Male,yahoo.com.hk,Food Services,維他奶國際集團有限公司,剷車操作員,A,HARPER_LOTHROP,36937.90;35991.37;36607.44
8048,42,Female,yahoo.com.hk,Professional Services / Consultation,維多利校服公司,SALES,C,Leatha_thomaston,18439.86
8049,53,Female,gmail.com,Beauty / Fitness,維枝概念(香港)有限公司,美容,A,Georgie__KERNE,20147.61;20260.20
8050,51,Male,gmail.com,Professional Services / Consultation,維港匯酒店,禮賓部主管,A,Josh_COURTENAY,49457.60;49517.24;50169.67
8051,41,Male,yahoo.com.hk,Engineering,繁諾工程及冷凍設備公司,技工,,Hector_furness,16191.71;15775.47
8052,41,Male,abc.com,Food Services,纪香麵包餅店,麵包師傅,A,Gideon_thomaston,21678.22;22352.45
8053,53,Male,126.com,Professional Services / Consultation,置力工程有限公司,司機,,Ollie__TAKARA,32453.04;31783.03;31889.16
8054,51,Male,gmail.com,Other,置邦物業管理有限公司,大廈主管,A,nat_holstad,26169.72
8055,25,Male,yahoo.com.hk,Accounting,羅健豪會計師事務所,Auditor,A,Hollie__dewulf,17627.54;17496.75
8056,41,Male,gmail.com,Accounting,羅兵咸永道會計師事務所,會計文員,A,Howell_pezley,14015.48;14163.53
8057,23,Male,gmail.com,Construction,羅小姐,雜工,B,Paul_czerniak,16659.48
8058,32,Male,yahoo.com.hk,Other,羅氏清潔有限公司,區域主管,A,emory___kerne,19369.83;19473.19;19299.38;19189.71
8059,20,Male,hotmail.com,Food Services,羅沙飲食有限公司 / 貢茶,店長,C,Jesus__kuroda,13872.51
8060,27,Female,yahoo.com.hk,Education,羅逸雅芭蕾舞爵士舞學校,teacher,,leslie_muhl,20774.51;21155.82
8061,49,Male,yahoo.com.hk,Professional Services / Consultation,美亞製藥有限公司,行政管理,,Jonah_KOERPER,16775.34;16717.90;16739.49;16871.35;16812.94
8062,25,Male,me.com,Construction,美亨實業有限公司,助理工程主管,A,Jessie___kerne,22830.01;22655.01
8063,39,Male,gmail.com,Engineering,美博服務有限公司,電力高級技術員,A,Adelbert__HADDEN,23303.09;23285.86;23529.12;23598.58;23068.25
8064,56,Male,yahoo.com.hk,Other,美國會,管事部主任/退休公務員,,Len_thomaston,34737.44;34209.85;34510.86
8065,32,Male,live.hk,Professional Services / Consultation,美國萬通,分部經理,A,Manford___KERNE,28668.6
8066,25,Male,hotmail.com,Insurance,美國萬通,經理,C,Victor_kerne,25894.65;25796.27;26120.09
8067,28,Male,gmail.com,Bank / Finance,美國萬通金融集團,風險及財產策劃經理,C,Linwood_KERTZ,113963.38;114626.84
8068,51,Male,yahoo.com.hk,Other,美堅化工燃料有限公司,會計,,Josh__thomaston,31902.03
8069,25,Female,yahoo.com.hk,Social Services,美差會潮浸服務聯會,社工,A,Rhoda_muhl,27550.93
8070,25,Male,gmail.com,Other,美心,四鑊,A,frank_muhl,23804.66;23499.72;23843.89;23480.52;23841.17
8071,27,Male,hotmail.com,Food Services,美心,點心,A,rufus_kerne,24394.16;24055.90;24108.74;24287.47;24258.74
8072,36,Male,yahoo.com.hk,Food Services,美心,廚師,,chas__bloeser,35600.69
8073,21,Male,gmail.com,Food Services,美心-元氣壽司,壽司師傅（主任）,,lesley_berlanga,19649.89;19892.68
8074,36,Male,sina.com,Food Services,美心皇宮,Waiter,,Julian__melgarejo,21732.24
8075,40,Male,gmail.com,Food Services,美心皇宮,cook,A,Sumner__wilging,29237.56;28947.23;28918.30;28687.81;28914.91
8076,25,Female,yahoo.com.hk,Retail / Wholesale,美心西餅,售餅員,,Ethyl__melgarejo,18332.45;18141.36;18365.78;17901.70
8077,51,Female,gmail.com,Food Services,美心西餅廠,工人,C,Lonie___MUHR,15639.25;15345.83
8078,22,Female,yahoo.com.hk,Manufacturing,美心西餅廠,飲食,A,Fred__HOLSTAD,15866.82
8079,24,Male,hotmail.com,Food Services,美心集團,廚師,,Fred__KURODA,24625.54;24536.89;24915.07;24366.67;24673.32
8080,28,Female,yahoo.com.hk,Food Services,美心集團,水吧,,Lovina__koerper,14530.77;14625.70;14682.49
8081,38,Male,gmail.com,Food Services,美心集團,主任,,thomas_ibarra,29266.8
8082,20,Male,gmail.com,Food Services,美心集團,廚師,A,Winfield___muhl,20903.24;20444.18;20895.18
8083,23,Male,yahoo.com.hk,Transportation,美心集團,跟車送貨員,A,lucious_kerne,21118.60;21130.65;20848.73;20810.35
8084,22,Male,yahoo.com,Manufacturing,美心集團,交收員,,Louis___thomaston,16482.21
8085,46,Male,126.com,Food Services,美心集團,副主任,,Maxwell__muhl,29458.66;29708.74
8086,29,Male,yahoo.com.hk,Food Services,美心集團(STARBUCKS),主任,A,Maynard_ibarra,23060.79;22661.95;22933.95;22927.49
8087,19,Male,hotmail.com,Food Services,美心集團北京人家,廚師,A,amos_autobee,21373.71
8088,34,Male,yahoo.com.hk,Food Services,美心食品,運輸driver,A,ira__muhl,24578.56;24764.79;25083.51;24690.03;24484.19
8089,32,Male,yahoo.com.hk,Food Services,美心食品有限公司,餐廳主任,A,carroll__muhl,17210.20;17040.26;17298.44;17087.51
8090,54,Female,yahoo.com.hk,Food Services,美心食品有限公司,侍應,A,mathilde_helfritz,19360.40;19608.75;19511.69;19472.91
8091,25,Female,yahoo.com.hk,Retail / Wholesale,美心食品有限公司,店務助理,A,lona__baridon,17258.74;17104.59;17232.76;17628.99
8092,36,Male,gmail.com,Food Services,美心食品有限公司,西餅,A,Christian_schrantz,23577.14;23415.11;23896.36
8093,36,Female,yahoo.com.hk,Food Services,美心食品有限公司,飲食,,Melinda_mugg,22675.44;22328.86;22335.97
8094,44,Male,gmail.com,Food Services,美心香港地,副主任廚師,A,Minor___kerne,25912.38;26086.15
8095,51,Male,yahoo.com.hk,Construction,美悅工程有限公司,云石工程,C,Loren___stoutamire,36981.70;37057.03;37159.98;37292.32;37241.94
8096,30,Male,hotmail.com,Engineering,美捷工程有限公司,電器技工,A,Mortimer_kimminau,14782.90;14609.91;14957.96;14741.47
8097,32,Male,hotmail.com,Professional Services / Consultation,美特鋁質有限公司,科文,A,Elias___MUHR,24180.22;24098.42;24708.14
8098,37,Male,yahoo.com.hk,Transportation,美獅有限公司,吊機操作員,A,Newell___kuroda,32336.59;32104.16
8099,45,Male,gmail.com,Other,美聯地產,經理,A,Ottis__JEANNETTE,19349.12;19083.27;19419.93;19263.71;19080.21
8100,45,Male,yahoo.com.hk,Professional Services / Consultation,美聯物業,市務物業,,Ocie___SWINSON,10672.27
8101,23,Male,yahoo.com.hk,Real Estate,美聯物業,物業代理,A,Christ___much,9778.8
8102,23,Male,gnail.com,Real Estate,美聯物業,物業顧問,,adam___helfritz,19744.45;19833.11;19556.00;19892.94;19986.89
8103,22,,gmail.com,Real Estate,美聯物業,見習營業員,,Jessie___muhl,6867.25;6882.98;6923.09;6886.69
8104,28,Male,gmail.com,Real Estate,美聯物業,物業顧問,A,norman___kerne,25745.98;25608.66;25394.68
8105,54,Male,123.com,Real Estate,美聯物業,物業顧問,A,Olen__reutzel,19021.15;18692.40;18743.74;19005.56
8106,24,Male,hotmail.com,Real Estate,美聯物業,物業代理,,oren___schrantz,31510.18;31633.74
8107,38,Female,gmail.com,Accounting,美聯物業,sales,A,Mettie_SCHRANTZ,13519.54;13461.41;13389.46
8108,25,Male,gmail.com,Professional Services / Consultation,美聯物業,物業顧問,A,oswald_saager,10094.32;9914.49;9794.61;9800.81;10119.12
8109,36,Male,hotmail.com,Real Estate,美聯物業代理有限公司,地產代理,A,pablo_mugg,16553.26
8110,35,Male,yahoo.com.hk,Transportation,美聯物流(中港)有限公司,倉務,,justus__verble,21634.25;21642.24
8111,27,Male,hotmail.com,Decoration / Design,美雅,天花,,augustus__muhl,23189.67;23379.76;23380.80
8112,23,Male,gmail.com,Hotel / Tourism,美麗華酒店,Lifeguard,A,John___melgarejo,17985.72;18301.74
8113,40,Male,gmail.com,Other,美龍清潔公司,ceo,,Evans___KERNS,28918.19;29979.47
8114,29,Male,yahoo.com.hk,Social Services,義務工作發展局,主任,A,Price_zmolek,22574.86;22176.72
8115,42,Male,yahoo.com.hk,Retail / Wholesale,義生洋行,倉務員,A,Adolfo_melgarejo,14863.40;14709.64;14519.14;14760.85;14735.74
8116,25,Male,hotmail.com,Construction,翔鳳棚業有限公司,雜工,B,reece___MUHL,17573.09;17271.77;17709.83;17583.14;17485.88
8117,30,Male,yahoo.com.hk,Food Services,翔龍拉麵小籠包,經理,B,roman___kerne,27233.62
8118,53,Female,gmail.com,Retail / Wholesale,翔龍物流(香港)有限公司,clerk,,muriel___kimminau,21541.72;21477.90
8119,54,Male,gmail.com,Other,翔龍物流有限公司,物流倉務員,A,Rube_must,19320.42;19811.41
8120,41,Male,126.com,Food Services,翠林餐廳,經理,B,Seymour___kerne,40407.87
8121,40,Male,yahoo.com.hk,Food Services,翠玉軒,樓面,A,Sid__kerne,28308.89;28767.15;28580.21;28210.36;28708.22
8122,51,Male,gmail.com,Food Services,翠苑餐廳,水吧主管,,ivory_restrepo,29707.94;29403.38;29303.74;29582.35;29385.54
